ID,gds,title,description,type,pubmed_id,gpl,platform_organism,platform_technology_type,feature_count,sample_organism,sample_type,channel_count,sample_count,value_type,gse,order,update_date,
3362,GDS3144,Inflamed vascular epithelial cells response to apple extract enriched for procyanidins,Analysis of inflamed vascular endothelial cells treated with an apple extract enriched for procyanidins of low molecular weight. Results provide insight into possible protective effects induced by the plant derived procyanidins on the endothelial cells.,Expression profiling by array,18979505,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,12,count,GSE9647,none,7/11/14,
3363,GDS3311,Oxidative stress effect on ATF4 knockout embryonic neurons,"Analysis of bZip transcription factor activating transcription factor 4 (ATF4)-deficient, embryonic neurons treated with homocysteate (HCA), a glutamate analog that induces oxidative stress. Results provide insight into the role of ATF4 in oxidative stress-induced cell death.",Expression profiling by array,18458112,GPL6100,Mus musculus,oligonucleotide beads,23983,Mus musculus,RNA,1,24,transformed count,GSE10470,none,2/14/13,
3364,GDS3789,Coronary artery disease response to exercise: CD133+ cells,Analysis of CD133+ endothelial progenitor cells of coronary artey disease (CAD) patients after 3 months of exercise. Bone marrow derived progenitor cells with endothelial differentiation potential are fewer in CAD. Results provide insight into the impact of exercise on CD133+ cells of CAD patients.,Expression profiling by array,21235297,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,24,transformed count,GSE18608,none,3/14/11,
3365,GDS3790,Erk5 activation effect on endothelial cells,"Analysis of umbilical vein endothelial cells (ECs) transfected with MEK5D, a constitutively active mutant kinase, to activate Erk5.  The MEK5/Erk5 MAPK pathway is activated by laminar shear stress in ECs. Results provide insight into the role of the MEK5/Erk5 pathway in endothelial function.",Expression profiling by array,20551324,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,6,count,GSE17939,none,3/14/11,
3366,GDS3791,BRCA1 depletion effect on HeLa cells,"Analysis of HeLa cells depleted for BRCA1. BRCA1, the breast and ovarian cancer specific tumor suppressor, is a transcriptional regulator.  Results identify transcriptional targets of BRCA1.",Expression profiling by array,20103632,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,6,count,GSE22259,none,7/11/14,
3367,GDS3792,Carboplatin effect on epithelial ovarian cancer cell line: time course,Analysis of 36M2 epithelial ovarian cancer cells (EOC) treated with 100 uM carboplatin for up to 36 hours. Gene expression profile compared to those from ovarian cells of patients with unfavorable and favorable outcomes. Results provide insight into the mechanism of drug resistance in EOC.,Expression profiling by array,19038057,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,12,transformed count,GSE13525,none,3/15/11,
3368,GDS3793,Tobacco smoke effect on the placenta,Analysis of placentas of women who smoked during pregnancy. Smoking increases the risk of preterm delivery and complications such as placental previa and abruption. Results provide insight into the molecular basis of smoke-induced placental abnormalities.,Expression profiling by array,20092892,GPL6104,Homo sapiens,oligonucleotide beads,22185,Homo sapiens,RNA,1,76,count,GSE18044,none,7/11/14,
3369,GDS3794,Rheumatoid arthritis: peripheral blood mononuclear cells,Analysis of peripheral blood mononuclear cells of rheumatoid arthritis (RA) patients. Results provide insight into the molecular pathogenesis and pathophysiology of RA.,Expression profiling by array,19710928,GPL6102,Homo sapiens,oligonucleotide beads,48702,Homo sapiens,RNA,1,33,count,GSE15573,none,3/16/11,
3370,GDS3795,Myelodysplastic syndrome: CD34+ hematopoietic stem cells,Analysis of bone marrow CD34+ hematopoietic stem cells of myelodysplastic syndrome (MDS) patients. MDS is a group of clonal hematopoietic stem cell malignancies characterized by ineffective hematopoiesis. Results provide insight into the molecular pathogenesis of MDS.,Expression profiling by array,20220779,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,200,count,GSE19429,none,3/18/11,
3371,GDS3806,Atopic dermatitis,"Analysis of non-lesional epidermal samples from individuals with atopic dermatitis (AD).  AD is characterized by dry eczematous skin lesions, a relapsing and often chronic course, and an intense intractable pruritus. Results provide insight into the molecular pathogenesis of AD.",Expression profiling by array,21163515,GPL2700,Homo sapiens,oligonucleotide beads,24354,Homo sapiens,RNA,1,16,transformed count,GSE26952,none,4/6/11,
3372,GDS3807,Sebacic acid supplemented diet effect on db/db liver,"Analysis of livers of db/db animals fed a diet supplemented with sebacic acid (SA) for 6 weeks. SA supplementation improves fasting plasma glucose, HbA1c and glucose tolerance in this model of type 2 diabetes. Results provide insight into the mechanism of action of SA.",Expression profiling by array,20977585,GPL6885,Mus musculus,oligonucleotide beads,25697,Mus musculus,RNA,1,30,count,GSE21083,none,6/11/14,
3373,GDS4173,DNA methyltransferase triple knockout nuclear transfer-trophoblastic stem cells,"Analysis of Dnmt1/3a/3b-TKO ntTS cells, wildtype ntTS cells, and cell types representing the three blastocyst-derived lineages: epiblast (ES cells), trophectoderm (TS cells), and primitive endoderm (XEN cells, PE cells). Results provide insight into role of DNA methylation in early embryogenesis.",Expression profiling by array,20637626,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,14,count,GSE20177,none,6/11/14,
3374,GDS4181,WHO 2008-classified acute myeloid leukemia subgroups (Analysis I): bone marrow mononuclear cells,Analysis of BMMCs from untreated patients diagnosed as AML-MLD-sole (AML with myelodysplasia-related changes solely because of multilineage dysplasia) or AML-NOS (AML-not otherwise specified) according to WHO 2008 guidelines. Results provide insight into the relevance of MLD for AML classification.,Expression profiling by array,20581309,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,80,transformed count,GSE21261,none,11/5/13,
3375,GDS4182,WHO 2008-classified acute myeloid leukemia subgroups (Analysis II): bone marrow mononuclear cells,Analysis of BMMCs from untreated patients with AML-MRC (AML with myelodysplasia-related changes) and from the combined group AML-NOS plus AML-MLD-sole on the basis of cytogenetics or a myelodysplastic syndrome (MDS) history. Results provide insight into the relevance of MLD for AML classification.,Expression profiling by array,20581309,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,96,transformed count,GSE21261,none,11/5/13,
3376,GDS4185,Systemic Lupus Erythematosus: mononuclear cells,Analysis of freshly isolated lymphocyte (CD4+ T cells and CD19+ B cells) and CD33+ myeloid subsets from the blood of Systemic Lupus Erythematosus (SLE) patients. Results provide insight into the molecular mechanisms underlying SLE pathogenesis.,Expression profiling by array,18275831,GPL96,Homo sapiens,in situ oligonucleotide,22283,Homo sapiens,RNA,1,67,count,GSE10325,none,11/5/13,
3377,GDS4186,Lupus nephritis model response to sirolimus-induced mTOR inhibition (Mu11KsubA),"Analysis of kidney from sirolimus-treated NZB/W F1 females at 36 and 42 weeks of age. Sirolimus, a mammalian target of rapamycin (mTOR) inhibitor, has been efficacious in the NZB/W model of lupus nephritis. Results provide insight into role of the mTOR pathway in autoimmune lupus nephritis.",Expression profiling by array,18980674,GPL75,Mus musculus,in situ oligonucleotide,6584,Mus musculus,RNA,1,16,count,GSE12024,none,11/5/13,
3378,GDS4188,CD3+ T cell response to stimulation with CD3/CD28 or nitric oxide,Analysis of healthy T cells stimulated with CD3/CD28 (a Ca2+ fluxing inducer) or NO (a key trigger of mitochondrial hyperpolarization (MHP)). Enhanced Ca2+ fluxing and MHP underlie aberrant T-cell activation in SLE. Results provide insight into the molecular basis of T cell dysfunction in lupus.,Expression profiling by array,19201859,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,12,count,GSE13887,none,1/7/14,
3379,GDS4189,Pristane-induced plasmacytoma tumor model: time course,"Analysis of mesentery from BALB/c, DBA, and BALB/DBA animals up to 18 days after intraperitoneal injection of pristane (TMPD). TMPD induces B-cell plasmacytoma (PCT) in 60% of BALB/c animals, but DBA animals remain tumor-free. Results provide insight into the molecular basis of PCT susceptibility.",Expression profiling by array,19654412,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,32,count,GSE17297,none,2/10/14,
3380,GDS4190,"Aged, lupus-prone MRL/Faslpr model: splenic CD4 T cells","Analysis of CD4 T cells isolated from spleens of aged (16-24 wks) MRL/Faslpr females and sorted into 3 populations: CD62Lhi/PSGL1hi, CD62Llo/PSGL1hi, and CD62Llo/PSGL1lo. MRL/Faslpr animals exhibit lupus disease traits from 12-16 wks.  Results provide insight into molecular basis of lupus onset.",Expression profiling by array,20519643,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,12,transformed count,GSE20735,none,2/10/14,
3381,GDS4191,NZM2410-derived lupus susceptibility locus Sle2c1: peritoneal cavity B cells,"Analysis of peritoneal cavity B cells (B1a) and splenic B (sB) cells from B6.Sle2c1 mice. Sle2 induces expansion of the B1a cell compartment, a B cell defect consistently associated with lupus. Results provide insight into molecular mechanisms underlying susceptibility to lupus in the NZM2410 model.",Expression profiling by array,21543644,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,16,transformed count,GSE23114,none,3/30/14,
3382,GDS4193,Quiescent systemic lupus erythematosus: peripheral blood B cells,Analysis of B cells sorted from the peripheral blood of patients with quiescent lupus (inactive > 6 months). B cell activation and production of a wide variety of autoantibodies appear central to lupus development. Results provide insight into molecular mechanisms underlying systemic lupus.,Expression profiling by array,21886837,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,26,transformed count,GSE30153,none,2/11/14,
3383,GDS4194,NZB/W model of systemic lupus erythematosus: renal macrophages,"Analysis of F4/80hi renal macrophages isolated at an early stage of lupus, during lupus nephritis, and after induction of remission. The infiltrating F4/80hi cells are associated with renal damage. Results provide insight into mechanisms by which F4/80hi macrophages contribute to lupus nephritis.",Expression profiling by array,21411733,GPL7546,Mus musculus,in situ oligonucleotide,16539,Mus musculus,RNA,1,17,transformed count,GSE27045,none,2/11/14,
3384,GDS4195,Systemic lupus erythematosus and arthritides: synovial biopsies,"Analysis of synovial biopsies obtained by needle arthroscopy from affected knees of patients with systemic lupus erythematosus (SLE), rheumatoid arthritis (RA), or osteoarthritis (OA). Results provide insight into distinct molecular mechanisms underlying SLE arthritis relative to those of OA and RA.",Expression profiling by array,17469140,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,25,count,GSE36700,none,2/11/14,
3385,GDS4198,Australian patient cohort: gastric adenocarcinoma,"Analysis of 70 primary gastric tumors representing 3 subtypes (invasive, metabolic, and proliferative) from the Australian patient cohort (AU-2). Gastric adenocarcinomas show sizable heterogeneity between patients. Results provide insight into molecular characterization of gastric cancer subtypes.",Expression profiling by array,22735568,GPL570,Homo sapiens,in situ oligonucleotide,54675,Homo sapiens,RNA,1,70,transformed count,GSE35809,none,2/18/14,
3386,GDS4199,Wild-type embryonic stem cell rescue of mdx model of Duchenne muscular dystrophy: skeletal muscle,"Analysis of pectoralis muscle from 4 month-old, wildtype/mdx chimeric males.  Chimeras were created by injecting WT ESCs into mdx mutant blastocysts; injected blastocysts developed in the uterus of pseudopregnant females. Results provide insight into molecular basis of WT ESC rescue of mdx mice.",Expression profiling by array,19277212,GPL8321,Mus musculus,in situ oligonucleotide,22690,Mus musculus,RNA,1,5,count,GSE12580,none,2/11/14,
3387,GDS4200,Cmah knockout effect on mdx model of Duchenne Muscular Dystrophy (DMD): skeletal muscle,Analysis of muscle from mdx males with a human-specific deletion in the Cmah (cytidine monophosphate-sialic acid hydroxylase) gene. Cmah-/-mdx mice show increased disease severity that better approximates DMD in humans. Results provide insight into the contributions of glycosylation defects to DMD.,Expression profiling by array,20668298,GPL1261,Mus musculus,in situ oligonucleotide,45101,Mus musculus,RNA,1,12,count,GSE16438,none,2/14/14,
3388,GDS4201,Chronic hypoxia effect on dmDys model of Duchenne Muscular Dystrophy: single whole animal,Analysis of 3-5 day-old dystrophin-deficient animals exposed to chronic hypoxia (CH) for 2 weeks. Respiratory muscle necrosis in late-stage DMD is associated with respiratory insufficiency and CH. Results provide insight into the effects of CH on dystrophin-deficient muscle in vivo.,Expression profiling by array,20975992,GPL1322,Drosophila melanogaster,in situ oligonucleotide,18952,Drosophila melanogaster,RNA,1,16,count,GSE15879,none,2/14/14,
